# InverseMatrix00,   InverseMatrix01,   InverseMatrix02,   InverseMatrix03,   InverseMatrix04





# One-dimensional model
# Timestep=  12000
# j, (j+.5)*DNHI,     y1H[j],     y1He[j],     EH[j],     Te[j],     EHII[j],     THII[j],     EHI[j],     THI[j],     EHeI[j],     THeI[j],     EHeII[j],     THeII[j],     dEH[j]
1707 4.26875E+19 0.999793275226590 0.999804 0.000033 15596.395329576022050 0.000000 100.594804715581688 0.000044 4.668896299003675 0.000002 2.996930502916470 0.000000 100.512792701450962 0.0000000000
1708 4.27125E+19 0.999793418303933 0.999805 0.000033 15515.460660966793512 0.000000 100.755932614789728 0.000044 4.644417064317717 0.000002 2.988947616205495 0.000000 100.673495907877651 0.0000000000
1709 4.27375E+19 0.999793560011678 0.999807 0.000033 15433.252527278737034 0.000000 100.922854154083382 0.000044 4.620102479849675 0.000002 2.981036640178683 0.000000 100.839981597053921 0.0000000000
1710 4.27625E+19 0.999793700363880 0.999809 0.000032 15349.783856885554997 0.000000 101.095571992080963 0.000044 4.595953946424414 0.000002 2.973197068004558 0.000000 101.012252328819542 0.0000000000
1711 4.27875E+19 0.999793839374420 0.999810 0.000032 15265.070428535120300 0.000000 101.274083814581033 0.000043 4.571972836230426 0.000002 2.965428385975261 0.000000 101.190305697880831 0.0000000000
1712 4.28125E+19 0.999793977057033 0.999812 0.000032 15179.130852674192283 0.000000 101.458382397942685 0.000043 4.548160487994520 0.000002 2.957730073245161 0.000000 101.374134397165435 0.0000000000
1713 4.28375E+19 0.999794113425293 0.999814 0.000032 15091.986532104405342 0.000000 101.648455715340575 0.000043 4.524518202315316 0.000002 2.950101601713675 0.000000 101.563726324145378 0.0000000000
1714 4.28625E+19 0.999794248492639 0.999815 0.000031 15003.661607333911888 0.000000 101.844287051824466 0.000043 4.501047237032025 0.000002 2.942542435823240 0.000000 101.759064695715949 0.0000000000
1715 4.28875E+19 0.999794382272343 0.999817 0.000031 14914.182880414584361 0.000000 102.045855180763311 0.000043 4.477748802888753 0.000002 2.935052032607275 0.000000 101.960128224534699 0.0000000000
1716 4.29125E+19 0.999794514777541 0.999819 0.000031 14823.579725158542715 0.000000 102.253134520358259 0.000042 4.454624059211006 0.000002 2.927629841523013 0.000000 102.166891275303186 0.0000000000
1717 4.29375E+19 0.999794646021236 0.999820 0.000031 14731.883979172916952 0.000000 102.466095333894643 0.000042 4.431674109776011 0.000002 2.920275304276134 0.000000 102.379324064924802 0.0000000000
1718 4.29625E+19 0.999794776016272 0.999822 0.000031 14639.129818406199774 0.000000 102.684703970023847 0.000042 4.408899999170565 0.000002 2.912987855140852 0.000000 102.597392902378118 0.0000000000
1719 4.29875E+19 0.999794904775354 0.999823 0.000030 14545.353619732833977 0.000000 102.908923091366688 0.000042 4.386302709074081 0.000002 2.905766920735122 0.000000 102.821060417068992 0.0000000000
1720 4.30125E+19 0.999795032311041 0.999825 0.000030 14450.593808449546486 0.000000 103.138711940483589 0.000041 4.363883155039726 0.000002 2.898611920206516 0.000000 103.050285824484533 0.0000000000
1721 4.30375E+19 0.999795158635776 0.999826 0.000030 14354.890696826250860 0.000000 103.374026590621412 0.000041 4.341642183353219 0.000002 2.891522265118646 0.000000 103.285025176570613 0.0000000000
1722 4.30625E+19 0.999795283761840 0.999828 0.000030 14258.286306590685854 0.000000 103.614820270405588 0.000041 4.319580568515810 0.000002 2.884497359840555 0.000000 103.525231685965878 0.0000000000
1723 4.30875E+19 0.999795407701401 0.999829 0.000029 14160.824189767159623 0.000000 103.861043624274458 0.000041 4.297699010693361 0.000002 2.877536601413303 0.000000 103.770855986059431 0.0000000000
1724 4.31125E+19 0.999795530466484 0.999831 0.000029 14062.549237257875575 0.000000 104.112645041229584 0.000041 4.275998133826755 0.000002 2.870639379989349 0.000000 104.021846459213634 0.0000000000
1725 4.31375E+19 0.999795652068975 0.999832 0.000029 13963.507484714018574 0.000000 104.369570959931110 0.000040 4.254478483855749 0.000002 2.863805078887292 0.000000 104.278149541473766 0.0000000000
1726 4.31625E+19 0.999795772520645 0.999834 0.000029 13863.745916833779120 0.000000 104.631766173342555 0.000040 4.233140527335050 0.000002 2.857033074789572 0.000000 104.539710026646063 0.0000000000
1727 4.31875E+19 0.999795891833124 0.999835 0.000028 13763.312266690647448 0.000000 104.899174156318509 0.000040 4.211984650518338 0.000002 2.850322738156683 0.000000 104.806471393441399 0.0000000000
1728 4.32125E+19 0.999796010017931 0.999837 0.000028 13662.254819901781957 0.000000 105.171737361051726 0.000040 4.191011158564061 0.000002 2.843673433278294 0.000000 105.078376100339057 0.0000000000
1729 4.32375E+19 0.999796127086436 0.999838 0.000028 13560.622216331497839 0.000000 105.449397553723443 0.000040 4.170220275396706 0.000002 2.837084518919442 0.000000 105.355365921778869 0.0000000000
1730 4.32625E+19 0.999796243049908 0.999840 0.000028 13458.463261472094018 0.000000 105.732096082798478 0.000039 4.149612143510780 0.000002 2.830555348292827 0.000000 105.637382215897105 0.0000000000
1731 4.32875E+19 0.999796357919484 0.999841 0.000027 13355.826738400699469 0.000000 106.019774199862880 0.000039 4.129186824398052 0.000002 2.824085269587696 0.000000 105.924366244875984 0.0000000000
1732 4.33125E+19 0.999796471706176 0.999842 0.000027 13252.761228879015107 0.000000 106.312373335008701 0.000039 4.108944299183123 0.000002 2.817673626354361 0.000000 106.216259449842823 0.0000000000
1733 4.33375E+19 0.999796584420889 0.999844 0.000027 13149.314943572388074 0.000000 106.609835367571833 0.000039 4.088884469482446 0.000002 2.811319757769247 0.000000 106.513003721021306 0.0000000000
1734 4.33625E+19 0.999796696074401 0.999845 0.000027 13045.535559079018640 0.000000 106.912102897267346 0.000039 4.069007158676013 0.000002 2.805022999168788 0.000000 106.814541668446182 0.0000000000
1735 4.33875E+19 0.999796806677364 0.999847 0.000026 12941.470067095984632 0.000000 107.219119489074174 0.000038 4.049312113265430 0.000002 2.798782682298021 0.000000 107.120816866340292 0.0000000000
1736 4.34125E+19 0.999796916240332 0.999848 0.000026 12837.164635499280848 0.000000 107.530829891543775 0.000038 4.029799004594495 0.000002 2.792598135803285 0.000000 107.431774071072297 0.0000000000
1737 4.34375E+19 0.999797024773735 0.999849 0.000026 12732.664477953012465 0.000000 107.847180273744016 0.000038 4.010467430749065 0.000002 2.786468685637478 0.000000 107.747359457470949 0.0000000000
1738 4.34625E+19 0.999797132287901 0.999851 0.000026 12628.013739547895966 0.000000 108.168118404880232 0.000038 3.991316918576536 0.000002 2.780393655394698 0.000000 108.067520798221040 0.0000000000
1739 4.34875E+19 0.999797238793018 0.999852 0.000026 12523.255389356101659 0.000000 108.493593870846595 0.000038 3.972346926062301 0.000002 2.774372366922017 0.000000 108.392207679868989 0.0000000000
1740 4.35125E+19 0.999797344299219 0.999853 0.000025 12418.431135106702641 0.000000 108.823558179829348 0.000038 3.953556844447443 0.000002 2.768404140276600 0.000000 108.721371608264249 0.0000000000
1741 4.35375E+19 0.999797448816465 0.999854 0.000025 12313.581335355125702 0.000000 109.157964994237403 0.000037 3.934946001164694 0.000002 2.762488294837402 0.000000 109.054966239861400 0.0000000000
1742 4.35625E+19 0.999797552354646 0.999856 0.000025 12208.744940098675215 0.000000 109.496770193930828 0.000037 3.916513662056437 0.000002 2.756624149028903 0.000000 109.392947444889018 0.0000000000
1743 4.35875E+19 0.999797654923550 0.999857 0.000025 12103.959433042849923 0.000000 109.839932014996464 0.000037 3.898259034278890 0.000002 2.750811021062187 0.000000 109.735273445729860 0.0000000000
1744 4.36125E+19 0.999797756532824 0.999858 0.000024 11999.260786036311401 0.000000 110.187411175314381 0.000037 3.880181269078541 0.000002 2.745048229350716 0.000000 110.081904942181623 0.0000000000
1745 4.36375E+19 0.999797857192063 0.999859 0.000024 11894.683432336003534 0.000000 110.539170897339631 0.000037 3.862279464404908 0.000002 2.739335092561222 0.000000 110.432805134078450 0.0000000000
1746 4.36625E+19 0.999797956910720 0.999861 0.000024 11790.260239324381473 0.000000 110.895177038828749 0.000037 3.844552667937890 0.000002 2.733670930329240 0.000000 110.787939851790924 0.0000000000
1747 4.36875E+19 0.999798055698151 0.999862 0.000024 11686.022498886213725 0.000000 111.255398118655876 0.000036 3.826999879854035 0.000002 2.728055063493800 0.000000 111.147277581780855 0.0000000000
1748 4.37125E+19 0.999798153563635 0.999863 0.000023 11581.999926802389382 0.000000 111.619805337906712 0.000036 3.809620055550258 0.000002 2.722486814282622 0.000000 111.510789487727862 0.0000000000
1749 4.37375E+19 0.999798250516315 0.999864 0.000023 11478.220664242124258 0.000000 111.988372652588922 0.000036 3.792412108596138 0.000002 2.716965506891801 0.000000 111.878449482736045 0.0000000000
1750 4.37625E+19 0.999798346565285 0.999865 0.000023 11374.711297422214557 0.000000 112.361076724278263 0.000036 3.775374913270839 0.000002 2.711490467445141 0.000000 112.250234180341351 0.0000000000
1751 4.37875E+19 0.999798441719491 0.999867 0.000023 11271.496871348557761 0.000000 112.737896996058353 0.000036 3.758507307546833 0.000002 2.706061024706944 0.000000 112.626122969947090 0.0000000000
1752 4.38125E+19 0.999798535987824 0.999868 0.000022 11168.600923806441642 0.000000 113.118815614222370 0.000036 3.741808095451960 0.000002 2.700676509940726 0.000000 113.006097938667480 0.0000000000
1753 4.38375E+19 0.999798629379045 0.999869 0.000022 11066.045512227845393 0.000000 113.503817467691377 0.000035 3.725276049871832 0.000002 2.695336257493983 0.000000 113.390143910615990 0.0000000000
1754 4.38625E+19 0.999798721901861 0.999870 0.000022 10963.851256164845836 0.000000 113.892890110850061 0.000035 3.708909914863990 0.000002 2.690039604767065 0.000000 113.778248369774744 0.0000000000
1755 4.38875E+19 0.999798813564858 0.999871 0.000022 10862.037375235595391 0.000000 114.286023769420837 0.000035 3.692708408183967 0.000002 2.684785892603640 0.000000 114.170401465792423 0.0000000000
1756 4.39125E+19 0.999798904376528 0.999872 0.000022 10760.621734938953523 0.000000 114.683211289798351 0.000035 3.676670223670263 0.000002 2.679574465598226 0.000000 114.566595963243586 0.0000000000
1757 4.39375E+19 0.999798994345299 0.999873 0.000021 10659.620897655722729 0.000000 115.084448061386638 0.000035 3.660794033236028 0.000002 2.674404671914261 0.000000 114.966827164176777 0.0000000000
1758 4.39625E+19 0.999799083479480 0.999874 0.000021 10559.050168968660728 0.000000 115.489732007518612 0.000035 3.645078489253255 0.000002 2.669275863846731 0.000000 115.371092898880903 0.0000000000
1759 4.39875E+19 0.999799171787317 0.999876 0.000021 10458.923652909883458 0.000000 115.899063489518738 0.000034 3.629522226450872 0.000002 2.664187397768589 0.000000 115.779393430080191 0.0000000000
1760 4.40125E+19 0.999799259276958 0.999877 0.000021 10359.254303752501073 0.000000 116.312445266026842 0.000034 3.614123863885216 0.000002 2.659138634339344 0.000000 116.191731412168949 0.0000000000
1761 4.40375E+19 0.999799345956449 0.999878 0.000021 10260.053979237916792 0.000000 116.729882434164736 0.000034 3.598882006823032 0.000002 2.654128938704300 0.000000 116.608111832687683 0.0000000000
1762 4.40625E+19 0.999799431833785 0.999879 0.000020 10161.333498633786803 0.000000 117.151382325586738 0.000034 3.583795248331094 0.000002 2.649157680401060 0.000000 117.028541908165508 0.0000000000
1763 4.40875E+19 0.999799516916847 0.999880 0.000020 10063.102692738071710 0.000000 117.576954476488339 0.000034 3.568862171101872 0.000002 2.644224233757640 0.000000 117.453031054413742 0.0000000000
1764 4.41125E+19 0.999799601213443 0.999881 0.000020 9965.370461130212789 0.000000 118.006610533830241 0.000034 3.554081348805377 0.000002 2.639327977709099 0.000000 117.881590792599084 0.0000000000
1765 4.41375E+19 0.999799684731314 0.999882 0.000020 9868.144824787046673 0.000000 118.440364176503493 0.000034 3.539451347628940 0.000002 2.634468296032240 0.000000 118.314234670844996 0.0000000000
1766 4.41625E+19 0.999799767478088 0.999883 0.000019 9771.432976608344688 0.000000 118.878231075255599 0.000034 3.524970727652091 0.000002 2.629644577463222 0.000000 118.750978223848264 0.0000000000
1767 4.41875E+19 0.999799849461334 0.999884 0.000019 9675.241335506012547 0.000000 119.320228779287774 0.000033 3.510638043976052 0.000002 2.624856215581651 0.000000 119.191838859801322 0.0000000000
1768 4.42125E+19 0.999799930688531 0.999885 0.000019 9579.575594515752528 0.000000 119.766376668862790 0.000033 3.496451848000978 0.000002 2.620102609034356 0.000000 119.636835813127149 0.0000000000
1769 4.42375E+19 0.999800011167103 0.999886 0.000019 9484.440771233861597 0.000000 120.216695850973949 0.000033 3.482410688356548 0.000002 2.615383161357274 0.000000 120.085990040108655 0.0000000000
1770 4.42625E+19 0.999800090904367 0.999887 0.000019 9389.841251225014275 0.000000 120.671209137280258 0.000033 3.468513112075782 0.000002 2.610697281271628 0.000000 120.539324197017095 0.0000000000
1771 4.42875E+19 0.999800169907582 0.999888 0.000018 9295.780836200628983 0.000000 121.129940923743675 0.000033 3.454757665370562 0.000002 2.606044382516981 0.000000 120.996862519824205 0.0000000000
1772 4.43125E+19 0.999800248183910 0.999889 0.000018 9202.262784555123289 0.000000 121.592917161590776 0.000033 3.441142894557872 0.000002 2.601423883975367 0.000000 121.458630795207341 0.0000000000
1773 4.43375E+19 0.999800325740454 0.999890 0.000018 9109.289854652975919 0.000000 122.060165256877781 0.000033 3.427667346769412 0.000002 2.596835209616378 0.000000 121.924656260370085 0.0000000000
1774 4.43625E+19 0.999800402584260 0.999891 0.000018 9016.864344994584826 0.000000 122.531713996532005 0.000032 3.414329570546788 0.000002 2.592277788354254 0.000000 122.394967529100882 0.0000000000
1775 4.43875E+19 0.999800478722259 0.999892 0.000018 8924.988127046530280 0.000000 123.007593537503183 0.000032 3.401128116777368 0.000002 2.587751054455131 0.000000 122.869594580980234 0.0000000000
1776 4.44125E+19 0.999800554161334 0.999893 0.000017 8833.662685296327254 0.000000 123.487835288845531 0.000032 3.388061538962142 0.000002 2.583254447102997 0.000000 123.348568643607749 0.0000000000
1777 4.44375E+19 0.999800628908309 0.999893 0.000017 8742.889149594113405 0.000000 123.972471857692440 0.000032 3.375128393840790 0.000002 2.578787410555267 0.000000 123.831922138752930 0.0000000000
1778 4.44625E+19 0.999800702969906 0.999894 0.000017 8652.668324642507287 0.000000 124.461537020557330 0.000032 3.362327241895454 0.000002 2.574349394156164 0.000000 124.319688653687820 0.0000000000
1779 4.44875E+19 0.999800776352792 0.999895 0.000017 8563.000721532998796 0.000000 124.955065640394750 0.000032 3.349656647752132 0.000002 2.569939852311649 0.000000 124.811902858297259 0.0000000000
1780 4.45125E+19 0.999800849063574 0.999896 0.000017 8473.886586106646064 0.000000 125.453093599831973 0.000032 3.337115180418427 0.000002 2.565558244285582 0.000000 125.308600438622648 0.0000000000
1781 4.45375E+19 0.999800921108771 0.999897 0.000017 8385.325922438172711 0.000000 125.955657783047627 0.000032 3.324701413828419 0.000002 2.561204034468782 0.000000 125.809818078532146 0.0000000000
1782 4.45625E+19 0.999800992494859 0.999898 0.000016 8297.318520411330610 0.000000 126.462795976789891 0.000031 3.312413926868754 0.000002 2.556876692001344 0.000000 126.315593361209494 0.0000000000
1783 4.45875E+19 0.999801063228221 0.999899 0.000016 8209.863974654770573 0.000000 126.974546871474232 0.000031 3.300251303883868 0.000002 2.552575691077685 0.000000 126.825964769983443 0.0000000000
1784 4.46125E+19 0.999801133315190 0.999900 0.000016 8122.961708591264141 0.000000 127.490949963955089 0.000031 3.288212134668929 0.000002 2.548300510628018 0.000000 127.340971591565733 0.0000000000
1785 4.46375E+19 0.999801202762023 0.999901 0.000016 8036.610991675469450 0.000000 128.012045548146858 0.000031 3.276295014815805 0.000002 2.544050634485783 0.000000 127.860653906352610 0.0000000000
1786 4.46625E+19 0.999801271574919 0.999901 0.000016 7950.810958907331951 0.000000 128.537874641455659 0.000031 3.264498545732819 0.000002 2.539825551181422 0.000000 128.385052515429294 0.0000000000
1787 4.46875E+19 0.999801339760009 0.999902 0.000015 7865.560626416769082 0.000000 129.068478950991874 0.000031 3.252821334846369 0.000002 2.535624753996232 0.000000 128.914208906542342 0.0000000000
1788 4.47125E+19 0.999801407323371 0.999903 0.000015 7780.858907651097070 0.000000 129.603900822175007 0.000031 3.241261995643647 0.000002 2.531447740838594 0.000000 129.448165203012252 0.0000000000
1789 4.47375E+19 0.999801474271005 0.999904 0.000015 7696.704625767257312 0.000000 130.144183216534856 0.000031 3.229819147839410 0.000002 2.527294014316641 0.000000 129.986964141527750 0.0000000000
1790 4.47625E+19 0.999801540608858 0.999905 0.000015 7613.096527912631245 0.000000 130.689369642265177 0.000031 3.218491417349175 0.000002 2.523163081574620 0.000000 130.530649002766410 0.0000000000
1791 4.47875E+19 0.999801606342818 0.999906 0.000015 7530.033296443124527 0.000000 131.239504128078977 0.000030 3.207277436354276 0.000002 2.519054454278207 0.000000 131.079263585597005 0.0000000000
1792 4.48125E+19 0.999801671478693 0.999906 0.000015 7447.513558179548454 0.000000 131.794631200125195 0.000030 3.196175843432180 0.000002 2.514967648699211 0.000000 131.632852183815658 0.0000000000
1793 4.48375E+19 0.999801736022272 0.999907 0.000014 7365.535898071479096 0.000000 132.354795777511498 0.000030 3.185185283266700 0.000002 2.510902185286248 0.000000 132.191459482104278 0.0000000000
1794 4.48625E+19 0.999801799979239 0.999908 0.000014 7284.098862326593917 0.000000 132.920043226671311 0.000030 3.174304407067829 0.000002 2.506857589147896 0.000000 132.755130610100082 0.0000000000
1795 4.48875E+19 0.999801863355241 0.999909 0.000014 7203.200970547371981 0.000000 133.490419247605956 0.000030 3.163531872266657 0.000002 2.502833389633586 0.000000 133.323911029281192 0.0000000000
1796 4.49125E+19 0.999801926155865 0.999910 0.000014 7122.840721557934557 0.000000 134.065969861434894 0.000030 3.152866342554533 0.000002 2.498829120362267 0.000000 133.897846520227716 0.0000000000
1797 4.49375E+19 0.999801988386655 0.999910 0.000014 7043.016600765802650 0.000000 134.646741353085218 0.000030 3.142306487806018 0.000002 2.494844319124460 0.000000 134.476983125605472 0.0000000000
1798 4.49625E+19 0.999802050053061 0.999911 0.000014 6963.727082931461155 0.000000 135.232780277801339 0.000030 3.131850984261498 0.000002 2.490878528099158 0.000000 135.061367156955299 0.0000000000
1799 4.49875E+19 0.999802111160517 0.999912 0.000013 6884.970641552693451 0.000000 135.824133354184966 0.000030 3.121498514180960 0.000002 2.486931293437479 0.000000 135.651045087548766 0.0000000000
1800 4.50125E+19 0.999802171714376 0.999913 0.000013 6806.745750400010365 0.000000 136.420847470769502 0.000030 3.111247765998855 0.000002 2.483002165477223 0.000000 136.246063559508798 0.0000000000
1801 4.50375E+19 0.999802231719953 0.999913 0.000013 6729.050889253264359 0.000000 137.022969615704312 0.000029 3.101097434172903 0.000002 2.479090698566492 0.000000 136.846469313453298 0.0000000000
1802 4.50625E+19 0.999802291182487 0.999914 0.000013 6651.884545868831992 0.000000 137.630546864466709 0.000029 3.091046219238672 0.000002 2.475196451161144 0.000000 137.452309176264464 0.0000000000
1803 4.50875E+19 0.999802350107188 0.999915 0.000013 6575.245221741994101 0.000000 138.243626286909461 0.000029 3.081092827557423 0.000002 2.471318985555484 0.000000 138.063629968630778 0.0000000000
1804 4.51125E+19 0.999802408499193 0.999915 0.000013 6499.131432525201490 0.000000 138.862254945088949 0.000029 3.071235971439912 0.000002 2.467457868058177 0.000000 138.680478502820762 0.0000000000
1805 4.51375E+19 0.999802466363606 0.999916 0.000012 6423.541712408540661 0.000000 139.486479809042493 0.000029 3.061474368948541 0.000002 2.463612668795596 0.000000 139.302901498858915 0.0000000000
1806 4.51625E+19 0.999802523705463 0.999917 0.000012 6348.474614904552254 0.000000 140.116347735870221 0.000029 3.051806743923485 0.000002 2.459782961788443 0.000000 139.930945563534124 0.0000000000
1807 4.51875E+19 0.999802580529741 0.999918 0.000012 6273.928714753488748 0.000000 140.751905411921200 0.000029 3.042231825920306 0.000002 2.455968324895207 0.000000 140.564657133146454 0.0000000000
1808 4.52125E+19 0.999802636841393 0.999918 0.000012 6199.902611751259428 0.000000 141.393199262080202 0.000029 3.032748349996099 0.000002 2.452168339630851 0.000000 141.204082382859866 0.0000000000
1809 4.52375E+19 0.999802692645309 0.999919 0.000012 6126.394930115398893 0.000000 142.040275429523234 0.000029 3.023355056776174 0.000002 2.448382591274246 0.000000 141.849267206756593 0.0000000000
1810 4.52625E+19 0.999802747946317 0.999920 0.000012 6053.404319402185138 0.000000 142.693179721378584 0.000029 3.014050692437260 0.000002 2.444610668874167 0.000000 142.500257163790650 0.0000000000
1811 4.52875E+19 0.999802802749223 0.999920 0.000012 5980.929458174071442 0.000000 143.351957497817637 0.000029 3.004834008421401 0.000002 2.440852164991992 0.000000 143.157097366998443 0.0000000000
1812 4.53125E+19 0.999802857058750 0.999921 0.000011 5908.969051383337501 0.000000 144.016653672437428 0.000028 2.995703761671596 0.000002 2.437106675985254 0.000000 143.819832484616711 0.0000000000
1813 4.53375E+19 0.999802910879597 0.999922 0.000011 5837.521834459333149 0.000000 144.687312580720373 0.000028 2.986658714285253 0.000002 2.433373801670300 0.000000 144.488506608207558 0.0000000000
1814 4.53625E+19 0.999802964216417 0.999922 0.000011 5766.586572502355011 0.000000 145.363977932311400 0.000028 2.977697633584161 0.000002 2.429653145432563 0.000000 145.163163205913690 0.0000000000
1815 4.53875E+19 0.999803017073792 0.999923 0.000011 5696.162059747346575 0.000000 146.046692761266200 0.000028 2.968819292146994 0.000002 2.425944314297983 0.000000 145.843845072714828 0.0000000000
1816 4.54125E+19 0.999803069456299 0.999924 0.000011 5626.247123325908433 0.000000 146.735499271226814 0.000028 2.960022467482264 0.000002 2.422246918615349 0.000000 146.530594176096685 0.0000000000
1817 4.54375E+19 0.999803121368417 0.999924 0.000011 5556.840619009481998 0.000000 147.430438855945653 0.000028 2.951305942341116 0.000002 2.418560572428543 0.000000 147.223451676792052 0.0000000000
1818 4.54625E+19 0.999803172814620 0.999925 0.000011 5487.941435789462048 0.000000 148.131551912645591 0.000028 2.942668504329821 0.000002 2.414884893072298 0.000000 147.922457742943323 0.0000000000
1819 4.54875E+19 0.999803223799328 0.999926 0.000010 5419.548494318775738 0.000000 148.838877789388846 0.000028 2.934108946004411 0.000002 2.411219501339207 0.000000 148.627651497605996 0.0000000000
1820 4.55125E+19 0.999803274326897 0.999926 0.000010 5351.660745846294958 0.000000 149.552454716902787 0.000028 2.925626064940340 0.000002 2.407564021547320 0.000000 149.339070950949178 0.0000000000
1821 4.55375E+19 0.999803324401675 0.999927 0.000010 5284.277175499792065 0.000000 150.272319630957583 0.000028 2.917218663408633 0.000002 2.403918081238752 0.000000 150.056752823490314 0.0000000000
1822 4.55625E+19 0.999803374027925 0.999927 0.000010 5217.396798536527967 0.000000 150.998508153967578 0.000028 2.908885548672762 0.000002 2.400281311515626 0.000000 150.780732527924897 0.0000000000
1823 4.55875E+19 0.999803423209891 0.999928 0.000010 5151.018663470318643 0.000000 151.731054411775546 0.000028 2.900625532695051 0.000002 2.396653346745163 0.000000 151.511043986585264 0.0000000000
1824 4.56125E+19 0.999803471951773 0.999929 0.000010 5085.141850814392456 0.000000 152.469990938663443 0.000027 2.892437432207057 0.000002 2.393033824660112 0.000000 152.247719536936359 0.0000000000
1825 4.56375E+19 0.999803520257727 0.999929 0.000010 5019.765473358579584 0.000000 153.215348549564112 0.000027 2.884320068658002 0.000002 2.389422386326438 0.000000 152.990789804452589 0.0000000000
1826 4.56625E+19 0.999803568131872 0.999930 0.000010 4954.888675682425855 0.000000 153.967156218050121 0.000027 2.876272268247114 0.000002 2.385818676168363 0.000000 153.740283581240305 0.0000000000
1827 4.56875E+19 0.999803615578268 0.999930 0.000009 4890.510633915081598 0.000000 154.725440945540100 0.000027 2.868292861885192 0.000002 2.382222341969022 0.000000 154.496227695851502 0.0000000000
1828 4.57125E+19 0.999803662600960 0.999931 0.000009 4826.630556829623856 0.000000 155.490227580511686 0.000027 2.860380685116964 0.000002 2.378633034775786 0.000000 155.258646833132218 0.0000000000
1829 4.57375E+19 0.999803709203913 0.999932 0.000009 4763.247683078123373 0.000000 156.261538743764618 0.000027 2.852534578318680 0.000002 2.375050409118928 0.000000 156.027563460327087 0.0000000000
1830 4.57625E+19 0.999803755391105 0.999932 0.000009 4700.361285465736728 0.000000 157.039394550292428 0.000027 2.844753386298556 0.000002 2.371474122609758 0.000000 156.802997549760136 0.0000000000
1831 4.57875E+19 0.999803801166437 0.999933 0.000009 4637.970665825958349 0.000000 157.823812575487324 0.000027 2.837035958778394 0.000002 2.367903836422105 0.000000 157.584966545474231 0.0000000000
1832 4.58125E+19 0.999803846533782 0.999933 0.000009 4576.075157919094636 0.000000 158.614807600214306 0.000027 2.829381150058929 0.000002 2.364339214957569 0.000000 158.373485109628916 0.0000000000
1833 4.58375E+19 0.999803891496978 0.999934 0.000009 4514.674126143685498 0.000000 159.412391462834989 0.000027 2.821787819193874 0.000002 2.360779926003431 0.000000 159.168564974732334 0.0000000000
1834 4.58625E+19 0.999803936059819 0.999934 0.000009 4453.766965142811387 0.000000 160.216572871460073 0.000027 2.814254829976641 0.000002 2.357225640723290 0.000000 159.970214757579271 0.0000000000
1835 4.58875E+19 0.999803980226045 0.999935 0.000008 4393.353098869434689 0.000000 161.027357228402849 0.000027 2.806781051050829 0.000002 2.353676033743861 0.000000 160.778439783969901 0.0000000000
1836 4.59125E+19 0.999804023999393 0.999936 0.000008 4333.431982681737281 0.000000 161.844746362314169 0.000027 2.799365355711524 0.000002 2.350130782945364 0.000000 161.593241821908123 0.0000000000
1837 4.59375E+19 0.999804067383548 0.999936 0.000008 4274.003100518158135 0.000000 162.668738379863640 0.000027 2.792006622189126 0.000002 2.346589569724288 0.000000 162.414618934686473 0.0000000000
1838 4.59625E+19 0.999804110382146 0.999937 0.000008 4215.065964821026682 0.000000 163.499327443088021 0.000026 2.784703733640672 0.000002 2.343052078954234 0.000000 163.242565258829501 0.0000000000
1839 4.59875E+19 0.999804152998799 0.999937 0.000008 4156.620117051113084 0.000000 164.336503514014254 0.000026 2.777455578144699 0.000002 2.339517998956658 0.000000 164.077070749807206 0.0000000000
1840 4.60125E+19 0.999804195237092 0.999938 0.000008 4098.665127195903551 0.000000 165.180252113411314 0.000026 2.770261048762981 0.000002 2.335987021532825 0.000000 164.918120942126933 0.0000000000
1841 4.60375E+19 0.999804237100551 0.999938 0.000008 4041.200591558887481 0.000000 166.030554130755917 0.000026 2.763119043774428 0.000002 2.332458842151903 0.000000 165.765696760589407 0.0000000000
1842 4.60625E+19 0.999804278592669 0.999939 0.000008 3984.226133725308500 0.000000 166.887385524206422 0.000026 2.756028466613693 0.000002 2.328933159847682 0.000000 166.619774220415934 0.0000000000
1843 4.60875E+19 0.999804319716945 0.999939 0.000007 3927.741405440531253 0.000000 167.750717008589021 0.000026 2.748988225825477 0.000002 2.325409677142874 0.000000 167.480324118040699 0.0000000000
1844 4.61125E+19 0.999804360476789 0.999940 0.000007 3871.746081949792824 0.000000 168.620513912123016 0.000026 2.741997235548616 0.000002 2.321888100452909 0.000000 168.347311887766352 0.0000000000
1845 4.61375E+19 0.999804400875612 0.999940 0.000007 3816.239865017525972 0.000000 169.496735776434093 0.000026 2.735054415293083 0.000002 2.318368139828795 0.000000 169.220697203631858 0.0000000000
1846 4.61625E+19 0.999804440916776 0.999941 0.000007 3761.222480285577603 0.000000 170.379336127523771 0.000026 2.728158690219178 0.000002 2.314849509159986 0.000000 170.100433751495871 0.0000000000
1847 4.61875E+19 0.999804480603610 0.999941 0.000007 3706.693677288576509 0.000000 171.268262152271546 0.000026 2.721308991204942 0.000002 2.311331926177324 0.000000 170.986468907123850 0.0000000000
1848 4.62125E+19 0.999804519939414 0.999942 0.000007 3652.653228505944753 0.000000 172.163454389576117 0.000026 2.714504255013994 0.000002 2.307815112546983 0.000000 171.878743428553264 0.0000000000
